educationagencyname,averagetest,income50perc,percentblacks,percentwhites,totalenrollment
CARLSBAD UNIFIED,1.0376,99912.2,0.0191,0.58,5195.167
CARLSTADT,0.4802,77083.25,0.0461,0.6599,370.3333
CARLTON PUBLIC SCHOOL DISTRICT,0.493,74499.03,0.0037,0.7874,229.3333
CARLYLE CUSD 1,-0.3397,51555.4,0.0421,0.9296,541.3333
CARLYNTON SD,0.4849,54530.8,0.1525,0.8076,666.6667
CARMAN-AINSWORTH COMMUNITY SCHOOLS,-0.5385,41538.16,0.4285,0.4347,2057.5
CARMEL CENTRAL SCHOOL DISTRICT,0.8307,108786.1,0.024,0.7816,2060
CARMEL CLAY SCHOOLS,2.551,117908.4,0.0331,0.7825,7587.667
CARMEL UNIFIED,1.527,116963.6,0.0093,0.6721,1063.5
CARMI-WHITE COUNTY CUSD 5,0.1068,42023.41,0.003,0.966,557.8333
CARMICHAELS AREA SD,-0.0222,31973.29,0.0043,0.9778,504.6667
CARNEGIE,-0.4919,35249.95,0.0231,0.3995,256.8333
CARNEY,-0.7365,29199.16,0,0.6197,99.3333
CARNEY-NADEAU PUBLIC SCHOOLS,-0.8591,34399.12,0.0095,0.9155,121.6667
CARO COMMUNITY SCHOOLS,-0.8921,45714.14,0.0054,0.9279,832
CAROLINE CO PBLC SCHS,-0.2209,67589.86,0.3255,0.5589,1951
CAROLINE COUNTY PUBLIC SCHOOLS,0.6265,62402.75,0.1722,0.702,2357.5
CARPINTERIA UNIFIED,-0.6625,65815.94,0.0094,0.2202,1019.167
CARRIER MILLS-STONEFORT CUSD 2,-1.3888,37624.48,0.1171,0.779,200.8333
CARRIZO SPRINGS CISD,-1.1436,26666.33,0.0041,0.0607,1014
CARROLL CO PBLC SCHS,0.137,44582.41,0.0172,0.912,1953.667
CARROLL COMM SCHOOL DISTRICT,0.8029,65920.66,0.0167,0.9307,726
CARROLL CONSOLIDATED SCH CORP,0.734,70362.95,0.0013,0.9437,516.3333
CARROLL COUNTY,-0.4809,55087.73,0.1761,0.6917,6601.167
CARROLL COUNTY,-0.2691,41764.36,0.0162,0.8486,870.5
CARROLL COUNTY PUBLIC SCHOOLS,1.2124,102554.1,0.0383,0.8886,12116.5
CARROLL COUNTY SCHOOL DIST,-1.4174,19143.91,0.6356,0.3422,433.6667
CARROLL ISD,2.8495,193932,0.0204,0.8069,3637.333
CARROLLTON CITY,0.1202,39918.37,0.3139,0.48,2073
CARROLLTON CUSD 1,0.053,64399.71,0.0012,0.9675,256.3333
CARROLLTON EXEMPTED VILLAGE,0.3942,57360.38,0.0014,0.9754,1076.5
CARROLLTON R-VII,0.3506,62399.84,0.0374,0.9308,418
CARROLLTON SCHOOL DISTRICT,-1.4552,34999,0.2362,0.4786,764.8333
CARROLLTON-FARMERS BRANCH ISD,0.1866,55876.34,0.1618,0.1905,12158.67
CARSON CITY SCHOOL DISTRICT,-0.1517,55421.14,0.0085,0.5311,3620.333
CARSON CITY-CRYSTAL AREA SCHOOLS,-0.5975,51363.5,0.0057,0.934,455.1667
CARSONVILLE-PORT SANILAC SCHOOL DISTRICT,-0.5806,49311.64,0.0031,0.987,225
CARTER COUNTY,-0.0187,43570.71,0.0047,0.981,2127.5
CARTER COUNTY SCHOOL DISTRICT,-0.957,43204.49,0.0085,0.9656,2617.667
CARTERET BOROUGH,-0.0345,58899.11,0.2139,0.1586,1681.5
CARTERET COUNTY PUBLIC SCHOOLS,0.8611,49958.03,0.0847,0.8069,4012.5
CARTERSVILLE CITY,0.1918,44879.98,0.2234,0.5588,1900.833
CARTERVILLE CUSD 5,0.8782,61216.13,0.0266,0.8992,793.6667
CARTHAGE CENTRAL SCHOOL DISTRICT,-0.2548,54736.37,0.0768,0.7853,1577.833
CARTHAGE ISD,-0.1195,49374.12,0.2319,0.6004,1266
CARTHAGE R-IX,-0.0203,36624.68,0.0268,0.6755,1955.333
CARTWRIGHT ELEMENTARY DISTRICT,-1.4242,35842.37,0.0408,0.0471,12852.67
CARUTHERS UNIFIED,-1.2317,40454.45,0.0032,0.1545,510.6667
CARUTHERSVILLE 18,-0.9065,21666.33,0.4856,0.4863,565.3333
CARVER,0.8038,98927.61,0.018,0.9718,711
CARY CCSD 26,1.2693,109151.4,0.0047,0.8151,2035
CASA GRANDE ELEMENTARY DISTRICT,-0.5952,43966.6,0.044,0.2864,5246.333
CASCADE DISTRICT,0.217,55635.8,0.0037,0.9361,126
CASCADE SCHOOL DISTRICT,1.5267,63396.83,0.0091,0.6624,568.1667
CASCADE SD 5,-0.4586,64572.87,0.007,0.7716,1053.167
CASCADE UNION ELEMENTARY,-1.4556,34999,0.0297,0.6466,891.6667
CASEVILLE PUBLIC SCHOOLS,-0.7698,35166.63,0,0.977,121.5
CASEY COUNTY,0.1651,42367.95,0.0034,0.9473,1065.5
CASEY-WESTFIELD CUSD 4C,0.2129,50105.25,0.0118,0.9548,435.8333
CASHION,-0.1947,72936.64,0.0036,0.8612,226.3333
CASHMERE SCHOOL DISTRICT,0.3668,66352.52,0.0087,0.6061,669
CASHTON SCHOOL DISTRICT,0.4974,56666,0.0014,0.9439,229.6667
CASS CITY PUBLIC SCHOOLS,0.2316,53333,0.0045,0.9642,481
CASS LAKE-BENA PUBLIC SCHOOLS,-0.8364,48499.3,0.0026,0.063,498.1667
CASS SD 63,1.6079,106547.4,0.0517,0.6686,525.5
CASS TOWNSHIP SCHOOLS,1.0167,62999.8,0.0019,0.9424,121
CASSADAGA VALLEY CENTRAL SCHOOL DISTRICT,-0.4541,49999,0.0134,0.9533,478
CASSIA COUNTY JOINT DISTRICT,-0.0809,46887.38,0.0044,0.6497,2403.5
CASSOPOLIS PUBLIC SCHOOLS,-0.9917,44317.32,0.2704,0.6444,448
CASSVILLE R-IV,0.2226,44721.28,0.0071,0.9069,821.8333
CASTAIC UNION ELEMENTARY,-0.2649,87239.09,0.0349,0.5346,2536.333
CASTLE ROCK SCHOOL DISTRICT,-0.9347,54332.9,0.0047,0.8391,596.6667
CASTLEBERRY ISD,-0.5778,37499.5,0.0151,0.2211,1728
CASTLEFORD DISTRICT,-0.1659,42999.4,0,0.783,132.1667
CASTLETON-HUBBARDTON USD #42,0.8378,45499.9,0.0079,0.96,249.6667
CASTLEWOOD SCHOOL DISTRICT 28-1,0.3984,57999.2,0,0.9627,116.3333
CASTON SCHOOL CORPORATION,0.1191,53499.65,0.0014,0.9417,375.1667
CASTRO VALLEY UNIFIED,0.9771,99502.33,0.0656,0.3439,4094.333
CASWELL COUNTY SCHOOLS,-0.3921,40326.02,0.3756,0.53,1382.333
CATAHOULA PARISH,-0.6791,40166.63,0.4281,0.5552,738.6667
CATALINA FOOTHILLS UNIFIED DISTRICT,1.7414,116138.6,0.0214,0.66,2231
CATASAUQUA AREA SD,0.0346,61209.6,0.0621,0.685,725.3333
CATAWBA COUNTY SCHOOLS,0.4014,55261.38,0.0672,0.7185,7998.333
CATLIN CUSD 5,-0.1013,80131.38,0.0035,0.9873,240.1667
CATO-MERIDIAN CENTRAL SCHOOL DISTRICT,0.0611,52499.75,0.0102,0.9441,470.3333
CATOOSA,-0.8788,62099.86,0.0148,0.4997,945
CATOOSA COUNTY,-0.0578,56348.05,0.027,0.8985,4957
CATSKILL CENTRAL SCHOOL DISTRICT,-0.9896,44999,0.1373,0.7225,738.3333
CAVALIER 6,0.3135,87707.83,0.0052,0.8601,183.5
CAVE CITY SCHOOL DISTRICT,0.1959,33035.11,0.009,0.9676,615.1667
CAVE CREEK UNIFIED DISTRICT,1.1934,128529.3,0.0112,0.8777,3044.333
CAVENDISH SCHOOL DISTRICT,0.6111,47832.77,0.0078,0.9546,63.3333
CAVERNA INDEPENDENT,-0.8435,47221.78,0.1137,0.8049,319.5
CAYUGA ISD,0.63,54999.5,0.0549,0.8578,268.5
CAYUSE PRAIRIE ELEM,0.8118,12499.5,0.004,0.9475,126.6667
CAZENOVIA CENTRAL SCHOOL DISTRICT,1.4301,92642.15,0.011,0.9533,745.6667
CCSD 168,-1.9436,49999,0.7876,0.0746,1027
CCSD 180,-1.0717,36749.65,0.6775,0.123,414.1667
CCSD 204,-0.2381,50499.95,0,0.9843,114.3333
CCSD 62,0.2759,57671.65,0.044,0.4541,3026
CCSD 89,1.1539,102040.7,0.0881,0.6701,1323.167
CCSD 93,0.6576,74999,0.0712,0.5112,2571.5
CECIL COUNTY PUBLIC SCHOOLS,-0.0345,72575.58,0.0923,0.8168,7021
CEDAR BLUFFS PUBLIC SCHOOLS,-0.0708,69599.36,0.0232,0.9418,89
CEDAR CLIFF LOCAL,0.9647,69114.77,0.0115,0.8881,275.1667
CEDAR FALLS COMM SCHOOL DISTRICT,1.1685,72965.24,0.0425,0.8515,2163.833
CEDAR GROVE TOWNSHIP,1.432,101136.3,0.0086,0.8869,789.6667
CEDAR GROVE-BELGIUM AREA SCHOOL DISTRICT,0.8994,83687.16,0.005,0.9182,507.1667
CEDAR HILL ISD,-0.4086,71352.45,0.6481,0.0861,3800.833
CEDAR MOUNTAIN SCHOOL DISTRICT,-0.0317,54999.5,0.0109,0.8571,224
CEDAR RAPIDS COMM SCHOOL DISTRICT,0.1254,59889.72,0.1521,0.7491,7132.333
CEDAR RIDGE SCHOOL DISTRICT,-0.6571,43881.57,0.0191,0.9505,387.1667
CEDAR SPRINGS PUBLIC SCHOOLS,0.0432,68570.85,0.0143,0.92,1578.333
CEDAR UNIFIED DISTRICT,-2.8559,32737.55,0,0.0012,133.8333
CEDARBURG SCHOOL DISTRICT,1.9247,94299.23,0.0097,0.9296,1324.5
CEDARVILLE SCHOOL DISTRICT,-0.7683,43499.3,0.0043,0.8815,420.5
CELESTE ISD,0.5134,49499.1,0.0322,0.8693,217.3333
CELINA CITY,0.717,56128.42,0.0066,0.9288,1218.833
CELINA ISD,0.9691,95576.09,0.0399,0.6781,908
CEMENT,-1.0104,41499.7,0.0082,0.7961,107
CENTENNIAL PUBLIC SCHOOL DISTRICT,1.5618,94377.4,0.0264,0.866,2973.667
CENTENNIAL PUBLIC SCHOOLS,0.5958,67832.81,0.0298,0.9571,178.5
CENTENNIAL SD,0.6838,90324.73,0.0424,0.811,2655.333
CENTENNIAL SD 28J,-0.9067,52820.23,0.0495,0.5281,3011.833
CENTER 58,-0.4697,39735.89,0.6623,0.2131,1028.333
CENTER CASS SD 66,1.355,123105.1,0.0396,0.7259,779.8333
CENTER CONSOLIDATED SCHOOL DISTRICT NO. 26 JT. OF THE COUNT,-1.1917,29499.1,0.0047,0.0551,255
CENTER GROVE COM SCH CORP,1.4466,97404.76,0.01,0.9104,3629.5
CENTER ISD,-0.5129,28927.79,0.2265,0.3869,1111
CENTER JOINT UNIFIED,-0.8552,61514.32,0.1308,0.5037,2226.333
CENTER LINE PUBLIC SCHOOLS,-0.8469,51571.27,0.183,0.6711,1215.667
CENTER MORICHES UNION FREE SCHOOL DISTRICT,0.4844,119642.1,0.0523,0.7905,697.8333
CENTER POINT-URBANA COMM SCHOOL DISTRICT,0.7589,81487.84,0.0119,0.9449,651
CENTER-STANTON 1,-0.1595,73749.09,0.0095,0.897,88
CENTERBURG LOCAL,0.9033,70749.28,0.0016,0.9568,522
CENTERPOINT SCHOOL DISTRICT,-0.5321,24906.43,0.0021,0.7933,465.1667
CENTERVILLE CITY,1.6954,94055.18,0.0543,0.7998,3737.833
CENTERVILLE COMM SCHOOL DISTRICT,0.1429,39999,0.009,0.9566,623.1667
CENTERVILLE ELEM,0.6214,46999.6,0,0.9393,108.3333
CENTERVILLE ISD,-0.6488,59707.36,0.0893,0.7857,327.8333
CENTERVILLE-ABINGTON COM SCHS,0.6971,59090,0.0048,0.9487,760.3333
CENTRAL,0.6621,50571.37,0.0013,0.8496,134.6667
CENTRAL,-0.0562,45749.85,0.0016,0.3019,196.5
CENTRAL A & M CUD 21,0.2469,65785.33,0.0147,0.9616,387.8333
CENTRAL BERKSHIRE,0.979,66118.02,0.0091,0.9264,874.6667
CENTRAL BUCKS SD,2.2831,121451.9,0.0173,0.8921,9579.333
CENTRAL CAMBRIA SD,0.7201,68533.91,0.0068,0.9785,806.5
CENTRAL CASS 17,0.2968,77874.88,0.0092,0.9684,341.8333
CENTRAL CITY COMM SCHOOL DISTRICT,0.4265,76249.95,0.0262,0.9503,204.1667
CENTRAL CITY PUBLIC SCHOOLS,-0.2143,63083.13,0.0084,0.9199,316.8333
CENTRAL CITY SD 133,-0.2473,36499.7,0.019,0.8745,148.6667
CENTRAL CLINTON COMM SCHOOL DISTRICT,0.4617,62499.83,0.0225,0.9233,637.8333
CENTRAL COLUMBIA SD,1.022,65340.55,0.0129,0.954,914.1667
CENTRAL COMM SCHOOL DISTRICT,0.214,50181.8,0.0031,0.9832,206.8333
CENTRAL CONSOLIDATED SCHOOLS,-1.1267,35499.9,0.0026,0.0794,2769.667
CENTRAL CURRY SD 1,-0.4217,48124.38,0.0007,0.7654,240.3333
CENTRAL CUSD 3,-0.2274,49399.12,0,0.9668,401.1667
CENTRAL CUSD 301,1.1685,107405.4,0.0328,0.726,1578.667
CENTRAL CUSD 4,0.9053,62642.68,0.0184,0.9084,481.1667
CENTRAL DAUPHIN SD,0.4519,70401.09,0.192,0.5877,5135
CENTRAL DECATUR COMM SCHOOL DISTRICT,-0.33,47499.5,0.0028,0.9688,296
CENTRAL ELEMENTARY,-0.4511,68325.13,0.1072,0.29,3263.5
CENTRAL FALLS,-1.568,34694.18,0.1122,0.1175,1621
CENTRAL FULTON SD,0.762,54999.5,0.0309,0.9593,425.8333
CENTRAL GREENE SD,0.2189,47678.04,0.0165,0.9698,890
CENTRAL HEIGHTS,-0.1077,69272.11,0.0147,0.908,263.1667
CENTRAL HEIGHTS ISD,0.4161,59284.79,0.046,0.7895,468.5
CENTRAL HIGH,0.5758,65307.34,0.0325,0.8178,178
CENTRAL ISD,0.2283,57677.8,0.0543,0.7802,711.3333
CENTRAL ISLIP UNION FREE SCHOOL DISTRICT,-1.6785,63289.25,0.2587,0.072,2859.667
CENTRAL KITSAP SCHOOL DISTRICT,0.4836,71423.66,0.0322,0.6305,5057.167
CENTRAL LAKE PUBLIC SCHOOLS,-0.5268,34090.09,0,0.9288,158.5
CENTRAL LEE COMM SCHOOL DISTRICT,0.5845,63340.69,0.0069,0.9582,459.8333
CENTRAL LINN SD 552,-0.9541,51608.54,0.0042,0.8482,327.5
CENTRAL LOCAL,0.9718,57646.29,0.0019,0.9569,536.1667
CENTRAL LYON COMM SCHOOL DISTRICT,1.1481,59234.37,0.0061,0.9641,269.6667
CENTRAL MONTCALM PUBLIC SCHOOLS,-1.0118,53437.16,0.0055,0.9456,849.8333
CENTRAL NOBLE COM SCHOOL CORP,-0.0839,56606.48,0.002,0.9512,582.8333
CENTRAL POINT SD 6,-0.5063,54166.25,0.0058,0.7893,2042
CENTRAL R-III,0.3879,39106.32,0.0249,0.9534,891.3333
CENTRAL REGIONAL,0.6397,67659.06,0.0455,0.8195,639.5
CENTRAL SD 104,-0.0014,54999.5,0.2588,0.5784,321
CENTRAL SD 13J,-0.981,63669.96,0.0095,0.5336,1279.5
CENTRAL SD 51,1.3575,85789.04,0.0044,0.9291,702.6667
CENTRAL SQUARE CENTRAL SCHOOL DISTRICT,0.1618,62327.43,0.0081,0.9664,1951.667
CENTRAL STICKNEY SD 110,-0.133,74999,0.0017,0.3059,281.3333
CENTRAL UNIFIED,-0.9176,57200.54,0.1118,0.199,6995.667
CENTRAL UNION ELEMENTARY,-0.5233,48035.11,0.0677,0.3596,1112
CENTRAL VALLEY 3,0.8179,73499.1,0,0.9764,100.3333
CENTRAL VALLEY SCHOOL DISTRICT,0.778,65442.68,0.0123,0.8539,5907.333
CENTRAL VALLEY SD,0.6172,73102.06,0.0506,0.9111,1074.4
CENTRAL YORK SD,1.4897,83458.3,0.0806,0.7621,2704.167
CENTRALIA ELEMENTARY,0.3136,70450.13,0.0323,0.1585,2659.833
CENTRALIA R-VI,0.5556,55237.57,0.0171,0.9628,626.3333
CENTRALIA SCHOOL DISTRICT,-0.3464,38957.54,0.0149,0.6727,1560
CENTRALIA SD 135,-0.6166,38499.3,0.1662,0.7113,828.3333
CENTRE,0.4586,51999.8,0.0015,0.9299,118.8333
CENTREVILLE PUBLIC SCHOOLS,-0.3778,61124.93,0.0219,0.9452,400.3333
CENTURA PUBLIC SCHOOLS,-0.0763,73124.13,0.0075,0.9232,221.1667
CENTURY CUSD 100,-0.6704,44999,0.171,0.76,194.6667
CERES UNIFIED,-1.0442,48124.38,0.0235,0.1969,5776.167
CERRO GORDO CUSD 100,0.3671,70311.81,0.0074,0.9806,268.5
CHADRON PUBLIC SCHOOLS,0.6684,57683.44,0.0175,0.7892,406.5
CHADWICK R-I,0.5713,46749.65,0.0037,0.9812,88.8333
CHADWICK-MILLEDGEVILLE CUSD 399,0.6086,63954.28,0.0062,0.9356,237.8333
CHAFFEE R-II,0.0009,50999.9,0.02,0.974,251.6667
CHAGRIN FALLS EXEMPTED VILLAGE,2.2476,163749.7,0.0027,0.9668,932.3333
CHALLIS JOINT DISTRICT,-0.2046,56213.66,0.005,0.8901,204
CHAMA VALLEY INDEP. SCHOOLS,-0.4963,29099.18,0.0027,0.134,184.3333
CHAMBERLAIN SCHOOL DISTRICT 07-1,0.0619,45699.86,0.0039,0.5882,384
CHAMBERS COUNTY,-1.6308,44999,0.4712,0.5089,1811.833
CHAMBERSBURG AREA SD,-0.1184,59717.78,0.0858,0.7286,4063.5
CHAMPAIGN CUSD 4,0.2189,61386.46,0.3681,0.4052,4099.167
CHAMPION LOCAL,1.3512,62812.31,0.005,0.977,734
CHANDLER,0.0569,56570.77,0.0498,0.7361,486.8333
CHANDLER UNIFIED DISTRICT,0.7663,83198.59,0.0618,0.5731,19791.67
CHANEY-MONGE SD 88,-1.6495,46499.7,0.0941,0.5381,314.1667
CHANNAHON SD 17,0.9437,95653.02,0.0117,0.8996,1050
CHANNELVIEW ISD,-0.4182,51699.18,0.1351,0.1148,3877.333
CHANUTE PUBLIC SCHOOLS,0.2794,44284.86,0.0132,0.8683,753.6667
CHAPEL HILL ISD,0.6857,58499.15,0.0198,0.6618,402.1667
CHAPEL HILL ISD,-0.4844,34582.41,0.1962,0.4143,1549.333
CHAPEL HILL-CARRBORO SCHOOLS,2.5443,100886.5,0.1418,0.5308,5436.833
CHAPLIN SCHOOL DISTRICT,0.0966,47249.55,0.0208,0.8522,88.5
CHAPMAN,0.8759,62124.86,0.0276,0.9151,463.6667
CHAPPAQUA CENTRAL SCHOOL DISTRICT,2.5112,218392.9,0.0088,0.8328,1951.5
CHARDON LOCAL,1.6081,86781.14,0.007,0.9491,1406.167
CHARIHO,1.2216,73124.13,0.0123,0.9192,1502
CHARITON COMM SCHOOL DISTRICT,-0.0308,57114.67,0.0048,0.9703,636.3333
CHARLEROI SD,-0.1029,61442.21,0.0798,0.8808,737.3333
CHARLES CITY CO PBLC SCHS,-0.8513,53142.54,0.5913,0.3102,348
CHARLES CITY COMM SCHOOL DISTRICT,0.1621,47610.59,0.0778,0.8389,670.5
CHARLES COUNTY PUBLIC SCHOOLS,0.1878,94404.65,0.5347,0.3422,11527.17
CHARLESTON 01,-0.1293,47534.09,0.4477,0.4556,19364
CHARLESTON CUSD 1,0.6881,49263.86,0.0279,0.9145,1229.667
CHARLESTON R-I,-0.9272,22030.84,0.6168,0.3741,460.6667
CHARLESTON SCHOOL DISTRICT,0.8459,61339.2,0.0083,0.9239,398.8333
CHARLEVOIX PUBLIC SCHOOLS,0.0702,68399.44,0.0177,0.8883,509.5
CHARLO ELEM,1.1609,29249.15,0.0116,0.6768,139.8333
CHARLOTTE,0.3461,50091.73,0.0895,0.7371,7206.833
CHARLOTTE CO PBLC SCHS,0.5487,46904.38,0.322,0.6222,891
CHARLOTTE ISD,-1.8346,43999.2,0.0062,0.1054,241
CHARLOTTE PUBLIC SCHOOLS,-0.3569,59066.89,0.0169,0.9328,1293.167
CHARLOTTE SCHOOL DISTRICT,2.6009,110416.3,0.0072,0.9606,302.3333
CHARLOTTE VALLEY CENTRAL SCHOOL DISTRICT,0.0894,52646.79,0.012,0.9777,174.8333
CHARLOTTE-MECKLENBURG SCHOOLS,0.3825,57009.71,0.4245,0.3327,67530.33
CHARLOTTESVILLE CTY PBLC SCHS,0.3732,43941.52,0.4036,0.4218,1677.5
CHARLTON COUNTY,-1.0945,46562.19,0.2848,0.6554,795.5
CHARTER OAK UNIFIED,-0.3524,74499.03,0.0333,0.2796,2591.333
CHARTER OAK-UTE COMM SCHOOL DISTRICT,-0.1353,53713.91,0.0038,0.9602,137.6667
CHARTIERS VALLEY SD,0.8493,65372.78,0.0424,0.8664,1521
CHARTIERS-HOUSTON SD,0.3677,68624.42,0.0371,0.9115,516.8333
CHASE COUNTY,0.8465,55399.46,0,0.9534,182.1667
CHASSELL TOWNSHIP SCHOOL DISTRICT,0.1416,67124.52,0.0132,0.9693,120.5
CHATEAUGAY CENTRAL SCHOOL DISTRICT,0.2438,59570.47,0,0.9842,236.1667
CHATFIELD PUBLIC SCHOOLS,0.4937,69881.7,0.007,0.9645,402.3333
CHATHAM,1.6553,78541.52,0.0114,0.8854,309.75
CHATHAM CENTRAL SCHOOL DISTRICT,0.1793,77413.7,0.0431,0.9049,557.8333
CHATHAM COUNTY,-0.9893,39595.86,0.6056,0.2718,16089.5
CHATHAM COUNTY SCHOOLS,0.3153,61529.5,0.1418,0.5734,4120
CHATOM UNION ELEMENTARY,-1.654,33624.28,0.0008,0.3822,440
CHATTAHOOCHEE COUNTY,-1.1831,24999,0.371,0.5682,288.1667
CHATTANOOGA,-0.6027,50499.95,0.0071,0.8554,105.8333
CHATTOOGA COUNTY,-1.402,50267.83,0.0823,0.8177,1305.5
CHAUTAUQUA CO COMMUNITY,0.2654,51999.8,0.0298,0.8464,163
CHAUTAUQUA LAKE CENTRAL SCHOOL DISTRICT,0.3513,58374.16,0.0162,0.9499,355.1667
CHAWANAKEE UNIFIED,-1.2429,40833.17,0.0078,0.6491,375.5
CHAZY UNION FREE SCHOOL DISTRICT,1.0428,58927.68,0.015,0.9275,226.3333
CHEATHAM COUNTY SCHOOL DISTRCT,-0.3481,59999,0.0193,0.9484,3081.167
CHEBOYGAN AREA SCHOOLS,-0.0659,37282.15,0.0084,0.8966,838.8333
CHECOTAH,-0.6581,41805.2,0.0558,0.5257,661
CHEEKTOWAGA CENTRAL SCHOOL DISTRICT,-0.4859,54999.5,0.3176,0.5788,998
CHEEKTOWAGA-MARYVALE UNION FREE SCHOOL DISTRICT,0.1961,50555.5,0.0684,0.8678,957.5
CHEEKTOWAGA-SLOAN UNION FREE SCHOOL DISTRICT,0.0922,53333,0.0408,0.9234,665.8333
CHEHALIS SCHOOL DISTRICT,0.3061,52856.86,0.0074,0.8066,1212
CHELMSFORD,2.4534,124805.2,0.0294,0.8291,2474.5
CHELSEA,-1.4778,48199.36,0.0085,0.3948,436.3333
CHELSEA,-0.331,34506.14,0.0763,0.0779,2491.167
CHELSEA SCHOOL DISTRICT,1.1075,101785.6,0.0047,0.9227,1127.667
CHELTENHAM TOWNSHIP SD,1.3245,94390.25,0.4882,0.3837,2084.833
CHENANGO FORKS CENTRAL SCHOOL DISTRICT,0.2812,58946.47,0.0198,0.9451,742
CHENANGO VALLEY CENTRAL SCHOOL DISTRICT,0.2148,68202.58,0.0286,0.9348,801.8333
CHENEY,1.5919,80237.88,0.0048,0.9229,352.3333
CHENEY SCHOOL DISTRICT,0.2502,55302.5,0.0181,0.7904,1781.5
CHEQUAMEGON SCHOOL DISTRICT,-0.014,51153.73,0.0026,0.926,256.8333
CHEROKEE,-0.9727,66899.54,0.0071,0.869,127.3333
CHEROKEE,0.4131,43449.31,0.0115,0.9544,325.5
CHEROKEE 01,-0.9194,39356.27,0.2641,0.673,4114.5
CHEROKEE COMM SCHOOL DISTRICT,0.1744,60562.46,0.02,0.8843,448.5
CHEROKEE COUNTY,0.8468,76803.1,0.0705,0.7476,18410.33
CHEROKEE COUNTY,-0.9356,48054.95,0.0568,0.8594,1939
CHEROKEE COUNTY SCHOOLS,0.1993,51896.36,0.0209,0.9077,1674.833
CHERRY CREEK SCHOOL DISTRICT NO. 5 IN THE COUNTY OF ARAPAH,1.0437,85874.71,0.1254,0.5809,24296.83
CHERRY HILL TOWNSHIP,1.8581,110245.5,0.077,0.6624,5076.833
CHERRY VALLEY-SPRINGFIELD CENTRAL SCHOOL DISTRICT,-0.5771,53749.63,0.0099,0.9858,236.3333
CHERRYVALE,0.4073,29999,0.0176,0.8852,375.3333
CHESANING UNION SCHOOLS,0.4359,58249.18,0.0077,0.9189,759.5
CHESAPEAKE CITY PBLC SCHS,0.5549,78518.07,0.3397,0.5212,17900.5
CHESAPEAKE UNION EXEMPTED VILLAGE,0.1333,45499.9,0.0075,0.9619,668.1667
CHESHIRE SCHOOL DISTRICT,1.9667,127954.4,0.0204,0.8491,2233.833
CHESILHURST BOROUGH,-0.9245,83749.65,0.6949,0.1186,29.5
CHESTER 01,-1.4658,33332.67,0.4637,0.4965,2478.667
CHESTER AREA SCHOOL DISTRICT 39-1,0.3909,55999.4,0.0053,0.9786,156
CHESTER COUNTY SCHOOL DISTRICT,-0.3895,51339.15,0.1267,0.8362,1302.333
CHESTER CUSD 139,-0.4927,62019.1,0.0289,0.9308,396.5
CHESTER ISD,-0.921,53999.6,0.1103,0.8563,88.8333
CHESTER SCHOOL DISTRICT,1.146,108064.2,0.0015,0.9466,441.8333
CHESTER SCHOOL DISTRICT,1.6848,96153,0.0128,0.9416,167.6667
CHESTER TOWNSHIP,2.3451,166166.3,0.0104,0.8717,944.6667
CHESTER UNION FREE SCHOOL DISTRICT,0.6235,80172.21,0.118,0.5736,472.8333
CHESTER-ANDOVER USD #29,0.8875,69499.37,0.0091,0.9874,144.8333
CHESTER-EAST LINCOLN CCSD 61,-0.4071,77499.9,0.0077,0.9484,190.3333
CHESTER-JOPLIN-INVERNESS EL,0.5684,61874.86,0.0057,0.969,117
CHESTER-UPLAND SD,-2.0914,23845.38,0.9036,0.016,3198.667
CHESTERFIELD 01,-0.763,38087.62,0.3901,0.543,3513.333
CHESTERFIELD CO PBLC SCHS,0.8643,79845.05,0.2677,0.5647,26912.33
CHESTERFIELD SCHOOL DISTRICT,1.3271,64499.7,0.0058,0.9532,231.3333
CHESTERFIELD TOWNSHIP,1.5013,110681.4,0.08,0.6659,290.3333
CHESTERFIELD-GOSHEN,1.3643,79999.8,0,0.978,91.5
CHESTNUT RIDGE SD,0.5162,45142.83,0.0151,0.9635,750.8333
CHETEK SCHOOL DISTRICT,0.3664,54999.5,0.0064,0.9528,261.3333
CHETOPA-ST. PAUL,0.2347,61166.59,0.0068,0.9006,224
CHEWELAH SCHOOL DISTRICT,0.3376,28749.25,0.0044,0.9397,366.5
CHEYENNE,0.5663,68499.44,0.0076,0.8725,133.5
CHEYENNE COUNTY SCHOOL DISTRICT NO. RE-5,0.412,92499.3,0.0042,0.8249,73.8333
CHEYENNE MOUNTAIN SCHOOL DISTRICT NO. 12 IN THE COUNTY OF E,2.1616,105040.1,0.0236,0.8008,1696
CHICAGO HEIGHTS SD 170,-1.5487,33871.77,0.4113,0.0464,2035.5
CHICAGO RIDGE SD 127-5,-0.6891,55881.77,0.0844,0.7172,787.5
CHICHESTER SCHOOL DISTRICT,1.5259,85594.81,0.0076,0.9731,174.3333
CHICHESTER SD,-0.1647,66135.96,0.2141,0.7177,1523.833
CHICKAMAUGA CITY,0.4068,56249.37,0,0.9802,639.3333
CHICKASAW CO SCHOOL DIST,-1.4612,32707.79,0.3794,0.5687,249.1667
CHICKASHA,-0.3904,39203.71,0.1175,0.6709,1013.667
CHICO ISD,0.1311,44899.02,0.016,0.7438,272.3333
CHICO UNIFIED,-0.7894,55078.23,0.0373,0.6387,6280.167
